label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,Comment,elevation
CC0531,240.6138,1.12164,srp,2,,,Tube skylight maybe?,4871.324071122083
CC0532,240.7183,1.0499,srp,1,,,70x100m small rimless pit in flood channel 32m deep,4884.715121888556
CC0533,240.9464,-0.5468,srp,0,,,140m small rimless pit in channel,5931.370252615214
CC0534,243.5831,10.32749,srp,3,,,Small rimless pit,2570.366881725612
CC0535,243.9559,7.63903,srp,2,,,Small rimless pit,2873.935295679116
CC0536,243.379,-6.71021,srp,2,,,"80m smrp, >30m deep",8738.380902429146
CC0537,243.2451,-4.50244,srp,2,,,small rimless pit trench 150x50m,8169.842808394569
CC0538,243.6948,-5.64697,srp,2,,,typical smrp,8383.072530614236
CC0539,246.1274,-2.75122,srp,3,,,Small rimless pit,7996.456804142879
CC0540,246.1123,-2.74829,srp,3,,,Small rimless pit,7998.415644251351
CC0541,240.7238,-1.87396,srp,3,,,small smrps at edge of small impact,6549.79226372368
CC0542,246.9441,-3.0293,srp,2,,,Small rimless pit,7777.510660593885
CC0543,246.7214,-1.24121,srp,3,,,small rimless pit at edge of larger pit,9778.838260656805
CC0544,245.0508,0.97021,srp,2,,,"Pavonis flank, channel edge pit",8593.734710780647
CC0545,249.0584,-3.93115,srp,1,,,small rimless pit in flow,6825.085710662796
CC0546,245.978,-5.5498,srp,2,,,Small rimless pit,7346.6503345038145
CC0547,245.4998,-7.70825,srp,3,,,Small rimless pit,7156.520415992103
CC0548,250.6877,-3.58107,srp,2,,,Small rimless pit,6416.84730559401
CC0549,250.6709,-2.03648,srp,2,,,Small rimless pit,6180.590495697822
CC0550,250.7045,-2.04361,srp,2,,,Small rimless pit,6176.741879145537
CC0551,250.8257,-2.67987,srp,1,,,Small rimless pit,6280.957812058113
CC0552,250.8879,-2.84816,srp,2,,,Small rimless pit,6259.907457284368
CC0553,245.3001,-6.15368,srp,3,,,small rimless pit or black surface spot,7306.542064885741
CC0554,245.4536,-7.2819,srp,2,,,small rimless pit near channel cliff,7227.224138502125
CC0555,245.448,-7.47129,srp,3,,,Small rimless pit,7196.706604814231
CC0556,248.7815,-1.7361,srp,2,,,Small rimless pit,6558.060861690628
CC0557,248.9782,-1.82726,srp,3,,,Small rimless pit,6526.724655311469
CC0558,248.8744,-2.20827,srp,2,,,Small rimless pit,6703.127196026467
CC0559,248.1675,-8.26559,srp,2,,,Small rimless pit,7074.868293624641
CC0560,248.1963,-8.26001,srp,3,,,Small rimless pit,7063.303673716352
CC0561,248.0353,-8.27131,srp,3,,,Small rimless pit,7063.781930704999
CC0562,244.8913,-5.90737,srp,2,,,Small rimless pit,7333.7123407342915
CC0563,244.8377,-6.11237,srp,2,,,Small rimless pit,7375.197545360339
CC0564,245.0967,-7.53894,srp,2,,,Small rimless pit,7287.777423050802
CC0565,245.2103,-7.84471,srp,3,,,Small rimless pit,7167.258267652592
CC0566,245.4315,-10.59271,srp,2,,,small rimless pit Irregular candidate,6877.878399879522
CC0567,248.2022,-6.81642,srp,2,,,Small rimless pit,7030.425996492092
CC0568,248.2287,-6.82804,srp,3,,,Small rimless pit,7030.525732141628
CC0569,349.6734,31.04544,srp,3,,,Crater floor smrp,-4072.26035030602
CC0570,348.8869,29.24847,srp,2,,,small rimless pit w/ angel pattern or impact? vent?,-3261.847685504037
CC0571,349.1462,29.32395,srp,1,,,irregular small rimless pit causing strong windstreak,-3343.0102024136622
CC0572,349.024,29.39133,srp,2,,,small rimless pit with bimodal albedo wind pattern,-3310.138525394002
CC0573,349.1188,33.85615,srp,2,,,pit as albedo source ~ interesting,-4993.92983452593
CC0574,248.6659,-2.30981,srp,3,,,small rimless pit in channel,6807.312093697281
CC0575,248.657,-2.38062,srp,3,,,small rimless pit in channel,6836.506299290401
CC0576,248.6593,-2.39136,srp,3,,,small rimless pit in channel,6839.075999473047
CC0577,248.7123,-2.35413,srp,2,,,small rimless pit in channel,6788.7960578055945
CC0578,248.7363,-2.05652,srp,2,,,small rimless pit in channel,6721.005999329677
CC0579,248.7422,-2.04297,srp,3,,,small rimless pit in channel,6712.93864124963
CC0580,248.8772,-1.73401,srp,2,,,small rimless pit in channel,6515.532803479449
CC0581,248.8813,-2.02808,srp,3,,,small rimless pit in channel,6649.046604573549
CC0582,249.1404,-3.39053,srp,3,,,small rimless pit or partially buried impact,6759.223970633953
CC0583,242.1816,-2.65948,srp,3,,,Collapse pit,7169.938000745757
CC0584,242.2307,-2.72461,srp,2,,,Collapse pit at flow margin,7197.6379463161975
CC0585,242.2062,-3.19299,srp,1,,,small rimless pit and bright albedo,7392.344197996427
CC0586,246.9757,-2.87891,srp,3,,,Small rimless pit,7793.137785688882
CC0587,250.4474,-3.65747,srp,2,,,Small rimless pit,6460.041123683286
CC0588,243.957,-5.85095,srp,3,,,Small rimless pit,8081.352371455599
CC0589,244.2734,-7.05786,srp,3,,,Small rimless pit,7696.7301448099
CC0590,250.7959,-2.44019,srp,3,,,small rimless pit in channel,6335.601852615839
CC0591,250.9875,-2.27551,srp,3,,,small rimless pit in channel,6216.853099937129
CC0592,249.8602,0.67963,srp,2,,,Small rimless pit,6131.014750941387
CC0593,249.883,0.69531,srp,3,,,Small rimless pit,6051.810132724337
CC0594,258.7858,11.03629,srp,3,,,Channel pit,3706.938430913264
CC0595,260.3762,11.17712,srp,3,,,Channel pit,3475.694618122772
CC0596,258.8535,6.12646,srp,3,,,Channel pit,4162.068953129691
CC0597,259.1701,9.38116,srp,3,,,Small rimless pit,3593.1279027165715
CC0598,256.3906,2.79248,srp,2,,,black spot - srp or albedo feature?,5259.423507073762
CC0599,256.8506,5.48022,srp,3,,,Small rimless pit,4918.372511637589
CC0600,251.0144,5.51978,srp,3,,,small rimless pit or impact spot?,5004.477925808191
CC0601,257.9387,-1.57751,srp,2,,,black hole in sun-facing wall - impact?,5380.094742990744
CC0602,255.6499,5.50757,srp,2,,,round black smrp,5872.309395114481
CC0603,258.1742,-0.41638,srp,3,,,Small rimless pit,5133.747284846238
CC0604,259.5043,5.30017,srp,3,,,dark spot / pit at flow margin,4215.696392109674
CC0605,257.8783,0.45557,srp,3,,,Small rimless pit,5035.405074597489
CC0606,258.148,9.15649,srp,3,,,Small rimless pit,3638.735104111645
CC0607,258.1926,9.21216,srp,3,,,smrps in channel near margin of a thick flow,3638.252506475615
CC0608,258.192,9.21026,srp,3,,,smrps in channel near margin of a thick flow,3638.17063805287
CC0609,252.1155,4.28882,srp,3,,,Pinhole in open plain ~ possible impact spot,5511.497177800186
CC0610,260.5335,1.82349,srp,3,,,Pinhole in mid flow ~ possible impact spot,4434.043844013765
CC0611,251.3599,5.28027,srp,3,,,Small pinhole with wind streak - impact?,5170.599283116407
CC0612,258.3162,0.40686,srp,3,,,Small rimless pit,5003.079355300444
CC0613,258.3176,0.38208,srp,3,,,Small rimless pit,5006.539072623399
CC0614,257.2849,8.40088,srp,3,,,Small rimless pit,4015.5962535713647
CC0615,257.4323,7.30457,srp,2,,,small rimless pit with albedo tail at cliff edge,4083.657708015039
CC0616,257.0975,5.81226,srp,3,,,channel floor smrp,4750.695557100595
CC0617,258.5443,6.75,srp,2,,,small rimless pit at edge of buried ridge in flow,4112.181016733987
CC0618,252.6262,7.51971,srp,3,,,irregular smrp,6763.950176962252
CC0619,256.087,11.35876,srp,2,,,Channel edge smrp,17915.031478782388
CC0620,256.0772,11.14542,srp,0,,,Dark collapse pit at edge of graben,17759.698427037605
CC0621,252.7878,1.72705,srp,3,,,Small black spot,5560.965638744343
CC0622,252.211,-2.67542,srp,3,,,Smrp,6010.564258632254
CC0623,259.3284,9.53174,srp,3,,,Irregular smrp,3573.1907133875798
CC0624,259.2742,12.29077,srp,3,,,small rimless pit or black surface spot?,3932.912471163716
CC0625,257.6903,8.66577,srp,3,,,black spot pair - impa ct or smrp?,3828.524386884044
CC0626,257.7222,9.11377,srp,3,,,Dark smrp,3705.0301678809737
CC0627,256.0505,7.04443,srp,3,,,small rimless pit at flow margin,5562.181713137433
CC0628,256.2076,8.73166,srp,3,,,Smrp,6840.782280939739
CC0629,256.2305,8.66154,srp,3,,,Smrp,6577.362060468947
CC0630,231.6929,-0.953,srp,3,,,small rimless pit pair or double impact w/ septum?,2687.6139450901096
CC0631,236.2512,0.39429,srp,2,,,Pair of channel smrps,4238.154897948667
CC0632,236.2505,0.39722,srp,3,,,Pair of channel smrps,4237.826120401141
CC0633,236.1467,0.43213,srp,2,,,Channel small rimless pit,4207.6014840217495
CC0634,235.9144,0.45984,srp,3,,,Channel smrp,4098.262637765234
CC0635,235.907,0.72607,srp,3,,,Smrp,4098.8131894947255
CC0636,236.5721,-0.43701,srp,3,,,Small rimless pit,4286.314186573311
CC0637,236.6636,-1.55133,srp,2,,,Small rimless pit,4405.776603511871
CC0638,236.802,-1.64185,srp,3,,,Small rimless pit,4455.152308889808
CC0639,236.8337,-1.66174,srp,2,,,Small rimless pit,4473.531037757325
CC0640,236.8418,-1.66248,srp,3,,,Small rimless pit,4472.366170155568
CC0641,236.8503,-1.66728,srp,3,,,Small rimless pit,4472.0978366570425
CC0642,239.285,5.93365,srp,3,,,channel,4363.926161561109
CC0643,234.1543,0.17676,srp,1,,,Small rimless pit,3376.4522866547222
CC0644,234.1196,-0.62549,srp,3,,,Small rimless pit,3447.6767298716786
CC0645,234.3263,-1.0661,srp,3,,,Small rimless pit,3554.199098368085
CC0646,234.3256,-1.05035,srp,3,,,Small rimless pit,3553.132539353476
CC0647,234.3243,-1.04108,srp,3,,,Small rimless pit,3553.9284230654084
CC0648,235.085,-9.32257,srp,1,,,Small rimless pit,5890.871487910436
CC0649,235.075,-9.3367,srp,3,,,Small rimless pit,6047.371726127242
CC0650,234.4096,-6.58109,srp,1,,,nice one on mesa,4278.443705853314
CC0651,244.2306,-13.67106,srp,3,,,pretty good smrp,6869.803347429434
CC0652,250.113,-12.60106,srp,1,,,graben wall smrp,5931.777821281062
CC0653,244.5035,-6.8344,srp,3,,,Small rimless pit,7585.090062000619
CC0654,243.5758,-16.0476,srp,2,,,Small rimless pit,6474.250743540028
CC0655,241.1322,-15.86448,srp,2,,,Small rimless pit,6881.1102802322575
CC0656,241.2457,-16.9422,srp,3,,,Small rimless pit,6492.986677834389
CC0657,242.6888,-20.69154,srp,2,,,Small rimless pit,5239.359330755773
CC0658,242.6024,-19.84993,srp,3,,,Small rimless pit,5511.318118419403
CC0659,242.5575,-19.54928,srp,3,,,Small rimless pit,5651.549598112913
CC0660,242.5484,-19.59533,srp,2,,,Small rimless pit,5633.866995952347
CC0661,243.0055,-15.22204,srp,3,,,Small rimless pit,6681.858709638846
CC0662,243.1498,-15.76502,srp,2,,,Small rimless pit,6576.224925576433
CC0663,243.2182,-16.96885,srp,3,,,Small rimless pit,6335.760426543705
CC0664,243.5661,-16.81019,srp,3,,,Small rimless pit,6352.95056552588
CC0665,243.3999,-16.70497,srp,2,,,Small rimless pit,6392.081832526152
CC0666,242.9639,-12.69608,srp,2,,,flow edge,7280.023642278459
CC0667,243.728,-15.67358,srp,2,,,Small rimless pit,6519.769911785548
CC0668,244.3635,-19.46603,srp,2,,,Small rimless pit,5671.480033706992
CC0669,244.2121,-18.00473,srp,2,,,Small rimless pit,6108.675086852158
CC0670,241.2489,-13.89941,srp,2,,,Small rimless pit,7900.542068150509
CC0671,241.2311,-13.91565,srp,3,,,Small rimless pit,7920.407361439815
CC0672,241.3225,-13.9895,srp,2,,,Small rimless pit,7821.013767710023
CC0673,241.2091,-14.0835,srp,2,,,Small rimless pit,7895.694417283364
CC0674,241.4197,-14.49976,srp,2,,,Small rimless pit,7527.855197054524
CC0675,241.4138,-14.6001,srp,2,,,Small rimless pit,7454.342214107417
CC0676,241.5523,-14.85986,srp,2,,,Small rimless pit,7225.679262568359
CC0677,241.4502,-14.37183,srp,1,,,Small rimless pit,7603.285174157032
CC0678,241.5787,-13.87384,srp,3,,,Small rimless pit,7784.067426796477
CC0679,241.5762,-13.75732,srp,3,,,Small rimless pit,7842.773943545477
CC0680,241.438,-13.40186,srp,2,,,Small rimless pit,8121.532332251286
CC0681,242.0333,-17.71973,srp,2,,,Small rimless pit,6199.133724174955
CC0682,241.9929,-17.63374,srp,2,,,Small rimless pit,6248.28837497716
CC0683,242.0565,-1.9762,srp,3,,,Small rimless pit,6901.6815845783285
CC0684,258.8904,13.68774,srp,3,,,Interesting trio,5030.216889848598
CC0685,258.8989,13.68127,srp,3,,,Interesting trio,5021.794686800309
CC0686,285.1428,15.15173,srp,2,,,Kasei Flow candidate i=60 smrp,-846.8941411376503
CC0687,302.5948,26.56631,srp,3,,,Kasei collapse region i=40-smrp,-1954.1111085124296
CC0688,302.3751,26.48032,srp,3,,,Kasei collapse region i=40 - smrp,-1929.5770493500927
CC0689,303.0538,27.46716,srp,3,,,Kasei collapse region i=42,-745.2332756591811
CC0690,302.836,27.48206,srp,2,,,Kasei collapse region i=46,-749.8795288607661
CC0691,302.8612,27.46469,srp,3,,,Kasei collapse region i=46,-726.2984469955542
CC0692,302.843,27.41193,srp,3,,,Kasei collapse region i=46,-706.7887943881406
CC0693,302.8429,27.40613,srp,3,,,Kasei collapse region i=46,-713.2577078222863
CC0694,302.9058,27.87286,srp,3,,,Kasei collapse region i=46,-406.2836378075004
CC0695,277.0374,15.47429,srp,0,,,E. of Tharsis Tholus - smrp,9.74978136303793
CC0696,296.7792,31.73878,srp,2,,,Kasei SMRP,-712.7600695654348
CC0697,243.0488,-10.04382,rim,3,,,sun-facing rim wall shadows,7312.055701183585
CC0698,238.6445,-2.66437,sky,2,,,tube skylight,5723.478366601147
CC0699,231.4626,-1.08371,sky,3,,,skylight or srp,2662.3677593943903
CC0700,238.134,-19.00732,srp,2,,,Small rimless pit,5232.682593324419
CC0701,234.7688,-13.04126,pit,2,,,cave candidate in rift zone,6574.1372714372055
CC0702,237.9579,-14.74115,flr,2,,,Deep pit in fracture/graben,8219.247711626631
CC0703,349.0924,27.47949,srp,2,,,small rimless pit with albedo pattern,-2522.210662601277
CC0704,258.3652,0.44067,rim,2,,,small rimless pit trio near ridge,4981.869512276869
CC0705,256.1077,4.21289,srp,3,,,small rimless pit - possible vent,5459.777421017641
CC0706,236.9214,0.90698,sky,2,,,skylight,4336.300904997357
CC0707,236.73,-13.51,end,1,,,End-of-channel. Possibly in continuous fracture or conduit.,9300.379168000049
CC0708,239.9335,-11.57103,irr,0,,,"irr - Deep, irregularly shaped pit at end of sinuous channel.",10881.716461753957
CC0709,240.5046,-3.43583,flr,1,,,flr - Dark hole in floor of faint curvilinear channel.,7165.866968650524
CC0710,239.9335,-12.40195,srp,3,,,small rimless pit,10326.573016212493
CC0711,242.186,-2.64802,irr,2,,,Small irregular pit in lava flow.,7165.139743060036
CC0712,161.0971,9.62994,crk,0,,,"Channel rim, floor, fracture",-3060.2749001093
CC0713,161.1316,9.61115,lat,0,,,Large lateral overhang,-2976.493428345508
CC0714,161.0959,9.63191,crk,0,,,fracture candidate,-3052.433574700646
CC0715,161.095,9.63325,crk,0,,,zone of intersecting fractures at cliff,-3048.6265937583994
CC0716,161.1048,9.65024,lat,0,,,cliff wall fracture intersect,-2767.7879849696105
CC0717,161.1371,9.64589,crk,0,,,cliff wall fracture intersect,-2772.26727298376
CC0718,161.1275,9.64604,lat,0,,,cliff wall fracture intersect,-2766.82608090488
CC0719,161.123,9.64627,crk,0,,,cliff wall fracture intersect with rope?,-2769.54272799587
CC0720,161.1214,9.64627,crk,0,,,cliff wall fracture intersect,-2771.283278550779
CC0721,161.124,9.64124,crk,0,,,cliff wall fracture intersect,-2788.010174248133
CC0722,161.12,9.61913,lat,0,,,cliff wall fracture intersect,-2997.7841412647576
CC0723,161.1192,9.6189,lat,0,,,cliff wall fracture intersect,-3004.2163733329826
CC0724,161.117,9.61935,lat,0,,,cliff wall fracture intersect,-3014.2854723949795
CC0725,161.1184,9.6161,lat,0,,,Cliff wall lateral tube candidate,-3020.803277597778
CC0726,161.0885,9.60543,crk,0,,,cliff wall fracture intersect,-2910.717940637162
CC0727,276.3057,44.09782,lat,0,,,Cliff wall lateral tube candidate,1157.6978052195698
CC0728,161.5987,7.21164,crk,0,,,channel rim fracture,-2661.743871374384
CC0729,161.5894,7.21852,sky,0,,,possible bridge over channel,-2658.6921581200386
CC0730,161.5701,7.23542,lat,0,,,cliff wall fracture intersect,-2648.1979931153837
CC0731,161.5542,7.24314,crk,0,,,small cliff rim fracture,-2647.753905822928
CC0732,161.5248,7.27509,lat,0,,,Rim overhang lateral candidate,-2647.597280016756
CC0733,161.5213,7.27475,lat,0,,,Rim overhang lateral candidate,-2647.702568829406
CC0734,238.3173,-13.63231,irr,0,,,Small possible incipient Type I APC - 5 m,10026.837109824735
CC0735,253.9207,33.69458,flr,0,,,Small collapse trough in channel floor,2446.116226574545
CC0736,253.9255,33.69666,flr,0,,,100 m collapse trough in channel floor,2442.814231982322
CC0737,249.7785,-12.26022,irr,0,,,Solution cave? Cliff hole,4887.556411999689
CC0738,250.8181,26.01904,pin,2,,,Channel rim pinhole pair,3639.267642993826
CC0739,250.8219,26.01901,pin,2,,,Channel rim pinhole pair,3613.282986066647
CC0740,248.9988,22.25006,end,2,,,Possible channel end overhang - Vent? - Lathrop contrib,2855.4142154838014
CC0741,248.9631,22.25146,end,3,,,Possible channel end overhang - Vent? - Lathrop contrib,2851.472233113037
CC0742,226.5841,17.7379,lat,0,,,Good lateral candidate in Olympus Mons caldera rim,20118.12978497277
CC0743,234.4479,0.46576,pin,1,,,channel pinhole,3485.5332708922906
CC0744,234.4674,0.44656,sky,1,,,Channel skylight,3498.8483076275947
CC0745,234.4404,0.49802,sky,2,,,Channel skylight,3467.599662963486
CC0746,234.4601,0.01733,srp,2,,,irregular smrp,3534.4282546353816
CC0747,234.4813,-0.03186,srp,2,,,irregular smrp,3555.166051714197
CC0748,234.4653,-0.026,pin,2,,,pinhole,3550.049615527977
CC0749,234.8233,-2.56354,sky,2,,,tube skylight,4029.6440773980144
CC0750,234.8219,-2.55637,sky,3,,,tube skylight,4027.388695596471
CC0751,234.8161,-2.54276,sky,2,,,tube skylight,4021.7231393328034
CC0752,234.8063,-2.53027,sky,2,,,tube skylight,4015.012663548972
CC0753,234.7696,-2.49557,sky,1,,,"channel tube intersection, bridge?",3993.315991443646
CC0754,234.7678,-2.49548,sky,1,,,"channel tube intersection, bridge?",3992.6220976009154
CC0755,234.6606,-2.41479,sky,2,,,tube skylight,3944.337380684985
CC0756,234.6544,-2.41092,sky,3,,,tube skylight,3941.3215471353737
CC0757,234.641,-2.39467,sky,2,,,tube skylight,3933.606284432388
CC0758,234.6367,-2.39032,sky,2,,,tube skylight,3931.2877667503753
CC0759,234.7866,-2.34351,sky,2,,,irregular tube skylight?,3960.805295836455
CC0760,234.7692,-1.80074,sky,2,,,tube skylight,3841.879180048017
CC0761,234.5344,-1.61975,srp,3,,,smrp in faint channel,3717.9154077440394
CC0762,234.7177,-1.13182,sky,2,,,tube skylight,3716.892291028151
CC0763,234.2727,-2.10828,sky,2,,,tube skylight,3740.459666035668
CC0764,234.1722,-3.09729,sky,3,,,tube skylight,3888.1587759755735
CC0765,234.1466,-3.10413,sky,3,,,tube skylight,3883.059812185366
CC0766,234.2607,-3.10699,sky,3,,,tube skylight,3919.096679768062
CC0767,234.0517,-3.06207,sky,3,,,tube skylight,3837.700789717991
CC0768,233.9712,-3.04944,sky,3,,,tube skylight,3802.587165283098
CC0769,234.1501,-3.02374,sky,3,,,tube skylight,3855.239251931698
CC0770,234.1394,-3.01685,sky,3,,,tube skylight,3852.366013160256
CC0771,234.1306,-3.01141,sky,3,,,tube skylight,3849.291566734722
CC0772,234.1171,-2.95563,sky,3,,,tube skylight,3832.741584799304
CC0773,234.1235,-2.95819,sky,3,,,tube skylight,3836.1973817602448
CC0774,236.1148,-3.14771,sky,0,,,tube skylight,4560.08645535799
CC0775,236.0798,-3.08081,sky,0,,,tube skylight,4547.442085513359
CC0776,236.0749,-3.0733,sky,0,,,tube skylight,4545.256094899753
CC0777,236.0728,-3.0528,sky,0,,,tube skylight,4540.051837367016
CC0778,236.0729,-3.04926,sky,0,,,tube skylight,4538.574150329942
CC0779,236.0719,-3.04401,sky,0,,,tube skylight,4535.956203274758
CC0780,236.0627,-3.00909,sky,0,,,tube skylight,4509.380278188093
CC0781,236.0446,-2.99792,sky,0,,,tube skylight,4499.525345783648
CC0782,236.04,-2.99756,sky,0,,,tube skylight,4498.481983681395
CC0783,236.0365,-2.99695,sky,0,,,tube skylight,4497.57799338245
CC0784,236.0146,-2.93555,sky,0,,,tube skylight,4478.883806619745
CC0785,235.9832,-2.91675,sky,0,,,tube skylight,4473.990267066917
CC0786,235.9755,-2.91278,sky,0,,,tube skylight,4469.38450073459
CC0787,235.9736,-2.89459,sky,0,,,tube skylight,4462.514814668724
CC0788,235.9763,-2.88922,sky,0,,,tube skylight,4462.095413208289
CC0789,235.9979,-2.85663,sky,0,,,tube skylight,4451.851312428005
CC0790,235.968,-2.86755,sky,0,,,tube skylight,4453.576426543431
CC0791,235.9623,-2.85175,sky,0,,,tube skylight,4446.215376995204
CC0792,235.9459,-2.83087,sky,0,,,tube skylight,4438.65555259696
CC0793,235.9332,-2.82233,sky,1,,,tube skylight,4433.8572465877005
CC0794,236.1744,-3.21838,sky,1,,,tube skylight,4598.005876125818
CC0795,236.1613,-3.2041,sky,1,,,tube skylight,4592.099063999354
CC0796,236.1519,-3.1969,sky,1,,,tube skylight,4589.008662474458
CC0797,236.1465,-3.18884,sky,1,,,tube skylight,4586.0846088042135
CC0798,236.1458,-3.18738,sky,1,,,tube skylight,4585.507188096894
CC0799,236.1454,-3.18506,sky,1,,,tube skylight,4584.751179265574
CC0800,236.1448,-3.18359,sky,1,,,tube skylight,4584.073096991634
CC0801,236.1339,-3.16638,sky,1,,,tube skylight,4573.089576644511
CC0802,236.1231,-3.15637,sky,1,,,tube skylight,4564.819870269137
CC0803,302.5291,28.40052,crk,0,,,Kasei fracture in collapse pit floor,-1164.8038570310007
CC0804,239.5204,-11.74243,sky,0,,,small 30m skylight in old pit chain,11381.32242850867
CC0805,239.0983,-11.34962,sky,0,,,small skylight,11986.072370954598
CC0806,239.1036,-11.3175,sky,0,,,small skylight,12036.115746787094
CC0807,257.5424,35.07336,crk,0,,,Excellent fracture cave,1539.1994086182126
CC0808,68.1136,23.84433,kst,0,,,Karst in crater floor fill,278.4055287822866
CC0809,138.3816,85.05039,pol,0,,,Candidate in polar pit,-3808.5662184029234
CC0810,238.3593,-6.60093,rim,3,,,Crater rim candidate on Arsia flank,11091.709637001612
CC0811,238.1289,-6.27506,sky,3,,,skylight,9389.915318652542
CC0812,238.1584,-6.30591,pin,3,,,pinhole,9515.222299697798
CC0813,238.1435,-6.28731,pit,3,,,pit,9463.114562264594
CC0814,238.2185,-6.34703,pit,3,,,pit,9767.722382207325
CC0815,238.2038,-6.40833,pit,2,,,pit,10008.532788094924
CC0816,138.4225,85.04821,pol,0,,,Fracture candidate near polar pit,-3809.814830300339
CC0817,239.29,-10.80859,srp,0,,,Small rimless pit,14415.21968426614
CC0818,239.3658,-10.50217,srp,3,,,small rimless pit near Arsia rim,16475.455589380632
CC0819,135.3043,84.40593,pol,0,,,Long chain of polar pits,-4190.845131060609
CC0820,134.9599,84.40979,pol,0,,,Long chain of polar pits,-4169.967327931218
CC0821,134.451,84.42443,pol,0,,,Long chain of polar pits,-4143.284540902146
CC0822,296.6958,30.78402,pit,3,,,Kasei small vent candidate,-1302.3041491870356
CC0823,239.3203,33.81435,crk,0,,,Small fracture caved near large collapse pits,1947.197896333101
CC0824,239.2624,33.76903,crk,0,,,Small fracture caved near large collapse pits,1921.449223090516
CC0825,239.0115,34.52517,crk,0,,,Small fracture caved near large collapse pits,1871.5574880058327
CC0826,239.065,34.42044,crk,0,,,Small fracture caved near large collapse pits,1908.8336207048687
CC0827,239.0738,34.3965,crk,0,,,Small fracture caved near large collapse pits,1908.388146882876
CC0828,241.7077,36.08857,crk,0,,,Small fracture caved near large collapse pits,2769.332901145261
CC0829,240.0038,35.24773,crk,0,,,Small fracture caved near large collapse pits,2263.627011212476
CC0830,25.6893,44.16867,kst,0,,,Deuteronilus karst region,-3385.7674964023017
CC0831,253.5629,33.23537,crk,0,,,Small Ceraunius fracture pit,2489.8657018086574
CC0832,155.0078,11.40808,lat,0,,,Lateral fracture candidate in Cerberus Fossae,-2343.50933210727
CC0833,2.0564,38.91819,crk,0,,,Dark fractures in Arabia Terra crater,-3980.706852418985
CC0834,2.0691,38.91393,crk,0,,,Dark fractures in Arabia Terra crater,-3930.951454987545
CC0835,2.0023,38.84796,crk,0,,,Dark fractures in Arabia Terra crater,-3923.5029919708
CC0836,2.0021,38.84662,crk,0,,,Dark fractures in Arabia Terra crater,-3923.0411315597407
CC0837,2.0056,38.83753,crk,0,,,Dark fractures in Arabia Terra crater,-3926.682821630415
CC0838,2.006,38.83727,crk,0,,,Dark fractures in Arabia Terra crater,-3927.264785382667
CC0839,2.0489,38.78035,crk,0,,,Dark fractures in Arabia Terra crater,-3981.318663708763
CC0840,2.049,38.78108,crk,0,,,Dark fractures in Arabia Terra crater,-3980.63012999176
CC0841,2.0472,38.78135,crk,0,,,Dark fractures in Arabia Terra crater,-3973.023372336573
CC0842,2.0487,38.77901,crk,0,,,Dark fractures in Arabia Terra crater,-3983.10406688323
CC0843,249.4994,23.26966,lat,0,,,Pit wall lateral candidate near Olympica Fossae,2961.06764618569
CC0844,249.4981,23.26611,lat,0,,,Pit wall lateral candidate near Olympica Fossae,2961.038242340695
CC0845,253.0579,34.05775,pit,0,,,Ceraunius Fossae small candidate - 5 m,3048.8463350623097
CC0846,250.8204,28.02429,lat,0,,,Pit wall candidate in Ceraunius Fossae -see stretch,3524.925759418053
CC0847,250.8189,28.02674,lat,0,,,Pit wall candidate in Ceraunius Fossae -see stretch,3524.948608044478
CC0848,179.208,2.19145,crk,0,,,Eastern Elysium cliff undercuts - see stretch,-3069.585002878776
CC0849,179.2074,2.21387,crk,0,,,Eastern Elysium cliff undercuts - see stretch,-3044.3132359691203
CC0850,179.2093,2.20722,crk,0,,,Eastern Elysium cliff undercuts - see stretch,-3060.2316628513213
CC0851,25.8102,44.18225,kst,0,,,Deuteronilus karst region,-3384.45502760249
CC0852,25.8022,44.06839,kst,0,,,Deuteronilus karst region,-3400.882469050936
CC0853,25.79,44.06598,kst,0,,,Deuteronilus karst region,-3393.944202516424
CC0854,25.8055,44.15863,kst,0,,,Deuteronilus karst region,-3388.1195841265007
CC0855,25.8042,44.16736,kst,0,,,Deuteronilus karst region,-3387.1461357229286
CC0856,280.1141,15.19167,flr,1,,,Excellent fracture pit at edge of channel floor,-398.4260741686167
CC0857,231.2344,14.71704,end,3,,,End of trough overhang,792.629641146199
CC0858,231.2769,14.71167,end,3,,,End of trough overhang,801.9515155673065
CC0859,231.4663,14.66089,lat,3,,,Trough channel intersect,787.9669707908766
CC0860,240.4131,46.41468,lat,0,,,small channel wall lateral 6m,22.19955015613053
CC0861,240.4133,46.41562,lat,0,,,small channel wall lateral 3m,21.80454540088085
CC0862,289.3796,38.1994,rim,0,,,Good fracture edge collapse candidate,712.3278106319947
CC0863,289.3419,38.19513,pit,0,,,Deep dark small pit,570.6289726698815
CC0864,289.4199,38.11223,rim,0,,,Excellent fracture edge collapse candidate,880.6967033399759
CC0865,289.3141,38.11926,pit,0,,,Deep dark small pit,515.3294220438895
CC0866,289.3122,38.13011,crk,0,,,"Deep dark  small crack, see stretch",534.4548028219173
CC0867,289.3159,38.09998,flr,0,,,Pit in pit floor with overhang,531.4357061298533
CC0868,289.417,37.94659,flr,0,,,Small channel floor candidate,782.5415322230957
